TIME OF FLIP,STARTED,LANDED
23/04/18 22:30:34,t,t
23/04/18 22:30:37,t,t
23/04/18 22:30:40,t,t
23/04/18 22:30:43,t,h
23/04/18 22:30:46,t,h
23/04/18 22:30:50,t,h
23/04/18 22:30:54,t,t
23/04/18 22:30:58,t,t
23/04/18 22:31:01,t,h
23/04/18 22:31:04,t,t
23/04/18 22:31:07,t,h
23/04/18 22:31:11,t,h
23/04/18 22:31:14,t,h
23/04/18 22:31:17,t,h
23/04/18 22:31:21,t,h
23/04/18 22:31:24,t,t
23/04/18 22:31:28,t,t
23/04/18 22:31:31,t,h
23/04/18 22:31:34,t,t
23/04/18 22:31:37,t,h
23/04/18 22:31:44,t,h
23/04/18 22:31:51,t,t
23/04/18 22:31:55,t,t
23/04/18 22:31:58,t,h
23/04/18 22:32:01,t,t
23/04/18 22:32:03,t,t
23/04/18 22:32:07,t,h
23/04/18 22:32:09,t,t
23/04/18 22:32:12,t,t
23/04/18 22:32:14,t,t
23/04/18 22:32:16,t,t
23/04/18 22:32:20,t,t
23/04/18 22:32:23,t,t
23/04/18 22:32:25,t,h
23/04/18 22:32:29,t,h
23/04/18 22:32:35,t,h
23/04/18 22:32:38,t,t
23/04/18 22:32:40,t,h
23/04/18 22:32:43,t,t
23/04/18 22:32:46,t,t
23/04/18 22:32:51,t,t
23/04/18 22:32:53,t,t
23/04/18 22:32:56,t,t
23/04/18 22:32:59,t,h
23/04/18 22:33:03,t,t
23/04/18 22:33:05,t,t
23/04/18 22:33:09,t,h
23/04/18 22:33:12,t,h
23/04/18 22:33:15,t,t
23/04/18 22:33:19,t,t
23/04/18 22:33:24,t,h
23/04/18 22:33:26,t,t
23/04/18 22:33:30,t,h
23/04/18 22:33:33,t,h
23/04/18 22:33:37,t,h
23/04/18 22:33:42,t,t
23/04/18 22:33:47,t,t
23/04/18 22:33:49,t,h
23/04/18 22:33:53,t,t
23/04/18 22:33:56,t,t
23/04/18 22:33:58,t,t
23/04/18 22:34:03,t,t
23/04/18 22:34:06,t,h
23/04/18 22:34:10,t,t
23/04/18 22:34:13,t,h
23/04/18 22:34:16,t,h
23/04/18 22:34:19,t,h
23/04/18 22:34:22,t,t
23/04/18 22:34:24,t,t
23/04/18 22:34:30,t,t
23/04/18 22:34:32,t,t
23/04/18 22:34:34,t,t
23/04/18 22:34:37,t,t
23/04/18 22:34:39,t,h
23/04/18 22:34:42,t,t
23/04/18 22:34:44,t,t
23/04/18 22:34:48,t,h
23/04/18 22:34:51,t,h
23/04/18 22:34:53,t,h
23/04/18 22:34:56,t,h
23/04/18 22:34:58,t,h
23/04/18 22:35:01,t,h
23/04/18 22:35:04,t,h
23/04/18 22:35:07,t,h
23/04/18 22:35:11,t,t
23/04/18 22:35:18,t,h
23/04/18 22:35:22,t,t
23/04/18 22:35:26,t,h
23/04/18 22:35:30,t,t
23/04/18 22:35:34,t,t
23/04/18 22:35:37,t,t
23/04/18 22:35:40,t,t
23/04/18 22:35:43,t,h
23/04/18 22:35:46,t,h
23/04/18 22:35:50,t,t
23/04/18 22:35:55,t,h
23/04/18 22:35:58,t,h
23/04/18 22:36:01,t,h
23/04/18 22:36:17,t,h
23/04/18 22:36:20,t,t
23/04/18 22:36:23,t,t
23/04/18 22:36:26,t,h
23/04/18 22:36:29,t,t
23/04/18 22:36:32,t,h
23/04/18 22:36:35,t,t
23/04/18 22:36:37,t,h
23/04/18 22:36:41,t,t
23/04/18 22:36:43,t,t
23/04/18 22:36:49,t,h
23/04/18 22:36:52,t,h
23/04/18 22:36:54,t,h
23/04/18 22:36:57,t,t
23/04/18 22:36:59,t,t
23/04/18 22:37:03,t,t
23/04/18 22:37:05,t,t
23/04/18 22:37:07,t,h
23/04/18 22:37:10,t,t
23/04/18 22:37:14,t,t
23/04/18 22:37:18,t,t
23/04/18 22:37:21,t,t
23/04/18 22:37:23,t,h
23/04/18 22:37:27,t,h
23/04/18 22:37:30,t,h
23/04/18 22:37:34,t,t
23/04/18 22:37:38,t,h
23/04/18 22:37:41,t,h
23/04/18 22:37:45,t,t
23/04/18 22:37:51,t,h
23/04/18 22:37:54,t,h
23/04/18 22:37:57,t,t
23/04/18 22:37:59,t,h
23/04/18 22:38:02,t,t
23/04/18 22:38:07,t,t
23/04/18 22:38:09,t,t
23/04/18 22:38:12,t,t
23/04/18 22:38:15,t,h
23/04/18 22:38:18,t,h
23/04/18 22:38:22,t,t
23/04/18 22:38:25,t,t
23/04/18 22:38:27,t,t
23/04/18 22:38:30,t,t
23/04/18 22:38:33,t,h
23/04/18 22:38:37,t,h
23/04/18 22:38:43,t,t
23/04/18 22:38:48,t,h
23/04/18 22:38:51,t,t
23/04/18 22:38:54,t,t
23/04/18 22:38:58,t,h
23/04/18 22:39:01,t,t
23/04/18 22:39:03,t,t
23/04/18 22:39:07,t,h
23/04/18 22:39:10,t,t
23/04/18 22:39:12,t,h
23/04/18 22:39:15,t,t
23/04/18 22:39:19,t,h
23/04/18 22:39:23,t,h
23/04/18 22:39:27,t,h
23/04/18 22:39:30,t,h
23/04/18 22:39:34,t,h
23/04/18 22:39:37,t,t
23/04/18 22:39:39,t,t
23/04/18 22:39:44,t,h
23/04/18 22:39:48,t,h
23/04/18 22:39:51,t,t
23/04/18 22:39:57,t,t
23/04/18 22:40:00,t,t
23/04/18 22:40:02,t,t
23/04/18 22:40:06,t,h
23/04/18 22:40:08,t,h
23/04/18 22:40:14,t,h
23/04/18 22:40:19,t,t
23/04/18 22:40:23,t,t
23/04/18 22:40:26,t,t
23/04/18 22:40:29,t,t
23/04/18 22:40:32,t,t
23/04/18 22:40:35,t,h
23/04/18 22:40:38,t,h
23/04/18 22:40:42,t,t
23/04/18 22:40:44,t,h
23/04/18 22:40:49,t,h
23/04/18 22:40:52,t,t
23/04/18 22:40:56,t,t
23/04/18 22:40:58,t,h
23/04/18 22:41:01,t,h
23/04/18 22:41:03,t,h
23/04/18 22:41:06,t,t
23/04/18 22:41:09,t,h
23/04/18 22:41:12,t,h
23/04/18 22:41:16,t,t
23/04/18 22:41:19,t,t
23/04/18 22:41:21,t,t
23/04/18 22:41:25,t,h
23/04/18 22:41:29,t,h
23/04/18 22:41:32,t,t
24/04/18 09:33:03,t,h
24/04/18 09:33:08,t,h
24/04/18 09:33:14,t,t
24/04/18 09:33:20,t,h
24/04/18 09:33:23,t,t
24/04/18 09:33:27,t,h
24/04/18 09:33:32,t,h
24/04/18 09:33:36,t,h
24/04/18 09:33:39,t,h
24/04/18 09:33:42,t,h
24/04/18 09:33:46,t,h
24/04/18 09:33:51,t,h
24/04/18 09:33:56,t,h
24/04/18 09:34:02,t,t
24/04/18 09:34:08,t,h
24/04/18 09:34:12,t,h
24/04/18 09:34:14,t,h
24/04/18 09:34:17,t,h
24/04/18 09:34:20,t,h
24/04/18 09:34:24,t,t
24/04/18 09:34:27,t,t
24/04/18 09:34:29,t,t
24/04/18 09:34:31,t,h
24/04/18 09:34:37,t,h
24/04/18 09:34:49,t,t
24/04/18 09:34:53,t,h
24/04/18 09:34:56,t,t
24/04/18 09:34:59,t,t
24/04/18 09:35:04,t,h
24/04/18 09:35:07,t,t
24/04/18 09:35:12,t,h
24/04/18 09:35:15,t,h
24/04/18 09:35:23,t,t
24/04/18 09:35:26,t,h
24/04/18 09:35:30,t,h
24/04/18 09:35:36,t,h
24/04/18 09:35:40,t,h
24/04/18 09:35:56,t,h
24/04/18 09:36:00,t,h
24/04/18 09:36:03,t,h
24/04/18 09:36:06,t,h
24/04/18 09:36:11,t,t
24/04/18 09:36:14,t,h
24/04/18 09:36:21,t,h
24/04/18 09:36:23,t,h
24/04/18 09:36:28,t,t
24/04/18 09:36:35,t,h
24/04/18 09:36:38,t,t
24/04/18 09:36:43,t,h
24/04/18 09:36:47,t,t
24/04/18 09:36:51,t,h
24/04/18 09:36:54,t,t
24/04/18 09:36:56,t,h
24/04/18 09:36:59,t,t
24/04/18 09:37:02,t,h
24/04/18 09:37:06,t,h
24/04/18 09:37:09,t,t
24/04/18 09:37:11,t,t
24/04/18 09:37:14,t,t
24/04/18 09:37:16,t,h
24/04/18 09:37:20,t,t
24/04/18 09:37:23,t,h
24/04/18 09:37:27,t,h
24/04/18 09:37:31,t,h
24/04/18 09:37:36,t,t
24/04/18 09:37:42,t,t
24/04/18 09:37:50,t,h
24/04/18 09:37:53,t,h
24/04/18 09:37:55,t,t
24/04/18 09:37:58,t,t
24/04/18 09:38:03,t,h
24/04/18 09:38:07,t,t
24/04/18 09:38:10,t,t
24/04/18 09:38:13,t,t
24/04/18 09:38:15,t,h
24/04/18 09:38:17,t,h
24/04/18 09:38:20,t,t
24/04/18 09:38:22,t,h
24/04/18 09:38:25,t,t
24/04/18 09:38:28,t,t
24/04/18 09:38:30,t,t
24/04/18 09:38:33,t,t
24/04/18 09:38:38,t,t
24/04/18 09:38:40,t,h
24/04/18 09:38:44,t,h
24/04/18 09:38:47,t,t
24/04/18 09:38:49,t,t
24/04/18 09:38:52,t,t
24/04/18 09:38:55,t,h
24/04/18 09:38:58,t,t
24/04/18 09:39:01,t,t
24/04/18 09:39:10,t,h
24/04/18 09:39:13,t,h
24/04/18 09:39:16,t,h
24/04/18 09:39:19,t,h
24/04/18 09:39:23,t,t
24/04/18 09:39:26,t,t
24/04/18 09:39:29,t,h
24/04/18 09:39:33,t,h
24/04/18 09:39:35,t,h
24/04/18 09:39:38,t,h
24/04/18 09:39:41,t,h
24/04/18 09:39:47,t,t
24/04/18 09:39:50,t,h
24/04/18 09:39:53,t,t
24/04/18 09:40:00,t,t
24/04/18 09:40:02,t,t
24/04/18 09:40:06,t,h
24/04/18 09:40:09,t,h
24/04/18 09:40:12,t,h
24/04/18 09:40:15,t,h
24/04/18 09:40:20,t,h
24/04/18 09:40:23,t,h
24/04/18 09:40:26,t,t
24/04/18 09:40:29,t,h
24/04/18 09:40:53,t,t
24/04/18 09:40:56,t,t
24/04/18 09:41:02,t,h
24/04/18 09:41:05,t,h
24/04/18 09:41:09,t,t
24/04/18 09:41:11,t,h
24/04/18 09:41:15,t,t
24/04/18 09:41:16,t,t
24/04/18 09:41:20,t,h
24/04/18 09:41:23,t,t
24/04/18 09:41:25,t,t
24/04/18 09:41:29,t,t
24/04/18 09:41:32,t,h
24/04/18 09:41:34,t,t
24/04/18 09:41:39,t,h
24/04/18 09:41:43,t,t
24/04/18 09:41:45,t,h
24/04/18 09:41:48,t,h
24/04/18 09:41:51,t,t
24/04/18 09:41:53,t,h
24/04/18 09:41:56,t,t
24/04/18 09:42:00,t,h
24/04/18 09:42:03,t,h
24/04/18 09:42:06,t,t
24/04/18 09:42:09,t,h
24/04/18 09:42:11,t,t
24/04/18 09:42:15,t,h
24/04/18 09:42:18,t,t
24/04/18 09:42:20,t,h
24/04/18 09:42:23,t,t
24/04/18 09:42:26,t,h
24/04/18 09:42:30,t,h
24/04/18 09:42:32,t,t
24/04/18 09:42:35,t,h
24/04/18 09:42:38,t,h
24/04/18 09:42:40,t,h
24/04/18 09:42:44,t,t
24/04/18 09:42:47,t,h
24/04/18 09:42:50,t,t
24/04/18 09:42:52,t,t
24/04/18 09:42:55,t,h
24/04/18 09:42:58,t,h
24/04/18 09:43:01,t,t
24/04/18 09:43:04,t,h
24/04/18 09:43:07,t,t
24/04/18 09:43:10,t,t
24/04/18 09:43:12,t,h
24/04/18 09:43:15,t,t
24/04/18 09:43:18,t,t
24/04/18 09:43:20,t,h
24/04/18 09:43:24,t,t
24/04/18 09:43:28,t,h
24/04/18 09:43:31,t,t
24/04/18 09:43:34,t,t
24/04/18 09:43:36,t,t
24/04/18 09:43:39,t,t
24/04/18 09:43:42,t,h
24/04/18 09:43:45,t,t
24/04/18 09:43:47,t,h
24/04/18 09:43:50,t,t
24/04/18 09:43:53,t,h
24/04/18 09:43:55,t,h
24/04/18 09:43:57,t,h
24/04/18 09:44:00,t,t
24/04/18 09:44:02,t,h
24/04/18 09:44:05,t,h
24/04/18 09:44:08,t,t
24/04/18 09:44:10,t,t
24/04/18 09:44:13,t,h
24/04/18 09:44:15,t,t
24/04/18 09:44:18,t,t
24/04/18 09:44:20,t,t
24/04/18 09:44:23,t,h
24/04/18 09:44:27,t,h
24/04/18 09:44:31,t,h
24/04/18 09:44:34,t,h
24/04/18 09:44:36,t,t
24/04/18 09:44:39,t,h
24/04/18 09:44:43,t,h
24/04/18 09:44:46,t,t
24/04/18 09:44:48,t,h
24/04/18 09:44:53,t,h
24/04/18 09:44:55,t,t
24/04/18 09:44:58,t,t
24/04/18 09:45:00,t,h
24/04/18 09:45:03,t,t
24/04/18 09:45:06,t,h
24/04/18 09:45:09,t,t
24/04/18 09:45:11,t,t
24/04/18 09:45:14,t,t
24/04/18 09:45:17,t,h
24/04/18 09:45:21,t,t
24/04/18 09:45:23,t,h
24/04/18 09:45:27,t,h
24/04/18 09:45:29,t,h
24/04/18 09:45:32,t,h
24/04/18 09:45:35,t,h
24/04/18 09:45:43,t,t
24/04/18 09:45:48,t,h
24/04/18 09:45:51,t,t
24/04/18 09:45:54,t,h
24/04/18 09:45:57,t,h
24/04/18 09:45:59,t,t
24/04/18 09:46:02,t,h
24/04/18 09:46:05,t,h
24/04/18 09:46:14,t,h
24/04/18 09:46:18,t,t
24/04/18 09:46:20,t,h
24/04/18 09:46:23,t,t
24/04/18 09:46:26,t,t
24/04/18 09:46:28,t,h
24/04/18 09:46:31,t,h
24/04/18 09:46:34,t,h
24/04/18 09:46:37,t,h
24/04/18 09:46:39,t,t
24/04/18 09:46:42,t,t
24/04/18 09:46:45,t,h
24/04/18 09:46:49,t,t
24/04/18 09:46:51,t,t
24/04/18 09:46:54,t,t
24/04/18 09:46:57,t,t
24/04/18 09:46:59,t,h
24/04/18 09:47:02,t,t
24/04/18 09:47:05,t,h
24/04/18 09:47:07,t,h
24/04/18 09:47:11,t,t
24/04/18 09:47:14,t,t
24/04/18 09:47:22,t,t
24/04/18 09:47:25,t,h
24/04/18 09:47:27,t,t
24/04/18 09:47:30,t,h
24/04/18 09:47:33,t,h
24/04/18 09:47:35,t,t
24/04/18 09:47:38,t,h
24/04/18 09:47:41,t,h
24/04/18 09:47:43,t,t
24/04/18 09:47:46,t,t
24/04/18 09:47:49,t,t
24/04/18 09:47:51,t,h
24/04/18 09:47:54,t,h
24/04/18 09:48:01,t,t
24/04/18 09:48:08,t,h
24/04/18 09:48:11,t,h
24/04/18 09:48:13,t,t
24/04/18 09:48:15,t,t
24/04/18 09:48:19,t,h
24/04/18 09:48:22,t,h
24/04/18 09:48:24,t,h
24/04/18 09:48:27,t,h
24/04/18 09:48:30,t,t
24/04/18 09:48:32,t,h
24/04/18 09:48:35,t,t
24/04/18 09:48:37,t,h
24/04/18 09:48:40,t,t
24/04/18 09:48:43,t,h
24/04/18 09:48:49,t,t
24/04/18 09:48:52,t,h
24/04/18 09:48:55,t,h
24/04/18 09:48:59,t,t
24/04/18 09:49:02,t,t
24/04/18 09:49:05,t,t
24/04/18 09:49:08,t,h
24/04/18 09:49:11,t,t
24/04/18 09:49:13,t,h
24/04/18 09:49:16,t,h
24/04/18 09:49:19,t,h
24/04/18 09:49:23,t,h
24/04/18 09:49:25,t,t
24/04/18 09:49:28,t,h
24/04/18 09:49:30,t,t
24/04/18 09:49:33,t,h
24/04/18 09:49:36,t,h
24/04/18 09:49:39,t,t
24/04/18 09:49:41,t,h
24/04/18 09:49:45,t,t
24/04/18 09:49:47,t,t
24/04/18 09:49:50,t,h
24/04/18 09:49:52,t,t
24/04/18 09:49:55,t,h
24/04/18 09:49:58,t,t
24/04/18 09:50:03,t,t
24/04/18 09:50:05,t,t
24/04/18 09:50:08,t,h
24/04/18 09:50:11,t,h
24/04/18 09:50:15,t,h
24/04/18 09:50:17,t,h
24/04/18 09:50:21,t,t
24/04/18 09:50:24,t,t
24/04/18 09:50:27,t,t
24/04/18 09:50:29,t,h
24/04/18 09:50:33,t,t
24/04/18 09:50:35,t,h
24/04/18 09:50:41,t,t
24/04/18 09:50:44,t,t
24/04/18 09:50:47,t,t
24/04/18 09:50:50,t,h
24/04/18 09:50:54,t,h
24/04/18 09:50:59,t,h
24/04/18 09:51:01,t,t
24/04/18 09:51:04,t,t
24/04/18 09:51:07,t,t
24/04/18 09:51:11,t,t
24/04/18 09:51:13,t,h
24/04/18 09:51:21,t,t
24/04/18 09:51:23,t,t
24/04/18 09:51:26,t,t
24/04/18 09:51:29,t,h
24/04/18 09:51:37,t,h
24/04/18 09:51:41,t,h
24/04/18 09:51:44,t,h
24/04/18 09:51:47,t,t
24/04/18 09:51:50,t,h
24/04/18 09:51:52,t,h
24/04/18 09:51:55,t,h
24/04/18 09:51:57,t,t
24/04/18 09:52:00,t,t
24/04/18 09:53:21,t,h
24/04/18 09:53:25,t,t
24/04/18 09:53:32,t,h
24/04/18 09:53:34,t,t
24/04/18 09:53:37,t,h
24/04/18 09:53:40,t,h
24/04/18 09:53:43,t,t
24/04/18 09:53:46,t,t
24/04/18 09:53:49,t,h
24/04/18 09:53:52,t,t
24/04/18 09:53:55,t,t
24/04/18 09:53:57,t,h
24/04/18 09:54:00,t,t
24/04/18 09:54:03,t,t
24/04/18 09:54:06,t,t
24/04/18 09:54:08,t,t
24/04/18 09:54:11,t,t
24/04/18 09:54:14,t,t
24/04/18 09:54:16,t,h
24/04/18 09:54:19,t,t
24/04/18 09:54:22,t,t
24/04/18 09:54:24,t,t
24/04/18 09:54:27,t,h
24/04/18 09:54:30,t,t
24/04/18 09:54:33,t,t
24/04/18 09:54:38,t,h
24/04/18 09:54:41,t,t
24/04/18 09:54:43,t,t
24/04/18 09:54:46,t,h
24/04/18 09:54:49,t,t
24/04/18 09:54:51,t,h
24/04/18 09:54:54,t,h
24/04/18 09:54:57,t,t
24/04/18 09:55:00,t,t
24/04/18 09:55:03,t,t
24/04/18 09:55:05,t,t
24/04/18 09:55:08,t,t
24/04/18 09:55:10,t,h
24/04/18 09:55:13,t,t
24/04/18 09:55:15,t,h
24/04/18 09:55:19,t,h
24/04/18 09:55:22,t,t
24/04/18 09:55:25,t,t
24/04/18 09:55:36,t,h
24/04/18 09:55:40,t,t
24/04/18 09:55:43,t,h
24/04/18 09:55:46,t,t
24/04/18 09:55:49,t,t
24/04/18 09:55:51,t,h
24/04/18 09:55:54,t,t
24/04/18 09:55:57,t,h
24/04/18 09:56:00,t,t
24/04/18 09:56:02,t,h
24/04/18 09:56:04,t,t
24/04/18 09:56:08,t,t
24/04/18 09:56:11,t,t
24/04/18 09:56:16,t,h
24/04/18 09:56:20,t,t
24/04/18 09:56:22,t,t
24/04/18 09:56:24,t,h
24/04/18 09:56:27,t,t
24/04/18 09:56:30,t,h
24/04/18 09:56:35,t,h
24/04/18 09:56:39,t,t
24/04/18 09:56:41,t,t
24/04/18 09:56:43,t,h
24/04/18 09:56:46,t,t
24/04/18 09:56:50,t,h
24/04/18 09:56:52,t,t
24/04/18 09:56:58,t,t
24/04/18 09:57:06,t,t
24/04/18 09:57:08,t,h
24/04/18 09:57:11,t,t
24/04/18 09:57:14,t,h
24/04/18 09:57:17,t,h
24/04/18 09:57:19,t,t
24/04/18 09:57:22,t,h
24/04/18 09:57:25,t,t
24/04/18 09:57:27,t,h
24/04/18 09:57:31,t,h
24/04/18 09:57:34,t,h
24/04/18 09:57:39,t,t
24/04/18 09:57:42,t,h
24/04/18 09:57:45,t,t
24/04/18 09:57:48,t,t
24/04/18 09:57:51,t,h
24/04/18 09:57:53,t,t
24/04/18 09:58:01,t,t
24/04/18 10:01:31,t,e
24/04/18 10:01:34,t,h
24/04/18 10:02:09,t,h
24/04/18 10:02:16,t,h
24/04/18 10:02:19,t,t
24/04/18 10:02:22,t,h
24/04/18 10:02:25,t,t
24/04/18 10:02:28,t,t
24/04/18 10:02:30,t,t
24/04/18 10:02:33,t,t
24/04/18 10:02:35,t,h
24/04/18 10:02:38,t,t
24/04/18 10:02:41,t,h
24/04/18 10:02:44,t,h
24/04/18 10:02:46,t,h
24/04/18 10:02:49,t,t
24/04/18 10:02:52,t,t
24/04/18 10:02:55,t,t
24/04/18 10:02:57,t,h
24/04/18 10:03:00,t,t
24/04/18 10:03:03,t,h
24/04/18 10:03:06,t,t
24/04/18 10:03:08,t,t
24/04/18 10:03:11,t,h
24/04/18 10:03:14,t,t
24/04/18 10:03:20,t,h
24/04/18 10:03:24,t,h
24/04/18 10:03:27,t,t
24/04/18 10:03:30,t,t
24/04/18 10:03:33,t,t
24/04/18 10:03:38,t,h
24/04/18 10:03:42,t,t
24/04/18 10:03:50,t,t
24/04/18 10:03:52,t,t
24/04/18 10:03:55,t,h
24/04/18 10:03:58,t,t
24/04/18 10:04:00,t,t
24/04/18 10:04:03,t,t
24/04/18 10:04:06,t,t
24/04/18 10:04:08,t,h
24/04/18 10:04:14,t,t
24/04/18 10:04:17,t,h
24/04/18 10:04:20,t,t
24/04/18 10:04:22,t,h
24/04/18 10:04:25,t,t
24/04/18 10:04:27,t,h
24/04/18 10:04:30,t,h
24/04/18 10:04:32,t,t
24/04/18 10:04:35,t,h
24/04/18 10:04:39,t,h
24/04/18 10:04:41,t,h
24/04/18 10:04:44,t,h
24/04/18 10:04:47,t,t
24/04/18 10:04:49,t,t
24/04/18 10:04:51,t,t
24/04/18 10:04:53,t,t
24/04/18 10:04:56,t,h
24/04/18 10:04:59,t,h
24/04/18 10:05:01,t,t
24/04/18 10:05:04,t,t
24/04/18 10:05:06,t,h
24/04/18 10:05:08,t,h
24/04/18 10:05:11,t,h
24/04/18 10:05:15,t,t
24/04/18 10:05:19,t,h
24/04/18 10:05:22,t,h
24/04/18 10:05:24,t,h
24/04/18 10:05:28,t,h
24/04/18 10:05:32,t,h
24/04/18 10:05:34,t,t
24/04/18 10:05:36,t,t
24/04/18 10:05:39,t,t
24/04/18 10:05:41,t,h
24/04/18 10:05:44,t,h
24/04/18 10:05:46,t,t
24/04/18 10:05:49,t,t
24/04/18 10:05:50,t,t
24/04/18 10:05:53,t,t
24/04/18 10:05:55,t,t
24/04/18 10:05:57,t,t
24/04/18 10:06:01,t,h
24/04/18 10:06:03,t,h
24/04/18 10:06:06,t,t
24/04/18 10:06:09,t,t
24/04/18 10:06:14,t,h
24/04/18 10:06:21,t,h
24/04/18 10:06:24,t,t
24/04/18 10:06:26,t,t
24/04/18 10:06:29,t,h
24/04/18 10:06:31,t,t
24/04/18 10:06:34,t,t
24/04/18 10:06:36,t,t
24/04/18 10:06:41,t,t
24/04/18 10:06:44,t,h
24/04/18 10:06:47,t,t
24/04/18 10:06:52,t,t
24/04/18 10:06:55,t,h
24/04/18 10:06:57,t,h
24/04/18 10:07:01,t,t
24/04/18 10:07:04,t,h
24/04/18 10:07:07,t,t
24/04/18 10:07:08,t,h
24/04/18 10:07:12,t,t
24/04/18 10:07:14,t,t
24/04/18 10:07:16,t,t
24/04/18 10:07:18,t,t
24/04/18 10:07:20,t,h
24/04/18 10:07:22,t,t
24/04/18 10:07:25,t,h
24/04/18 10:07:27,t,h
24/04/18 10:07:29,t,t
24/04/18 10:07:32,t,h
24/04/18 10:07:34,t,h
24/04/18 10:07:37,t,h
24/04/18 10:07:40,t,h
24/04/18 10:07:43,t,h
24/04/18 10:07:46,t,t
24/04/18 10:07:50,t,h
24/04/18 10:07:54,t,h
24/04/18 10:07:57,t,t
24/04/18 10:07:59,t,t
24/04/18 10:08:03,t,t
24/04/18 10:08:05,t,h
24/04/18 10:08:08,t,t
24/04/18 10:08:10,t,t
24/04/18 10:08:12,t,t
24/04/18 10:08:14,t,h
24/04/18 10:08:19,t,t
24/04/18 10:08:21,t,t
24/04/18 10:08:24,t,t
24/04/18 10:08:27,t,h
24/04/18 10:08:31,t,h
24/04/18 10:08:34,t,t
24/04/18 10:08:37,t,h
24/04/18 10:08:42,t,h
24/04/18 10:08:45,t,t
24/04/18 10:08:47,t,t
24/04/18 10:08:50,t,h
24/04/18 10:08:54,t,h
24/04/18 10:08:56,t,t
24/04/18 10:08:58,t,t
24/04/18 10:09:02,t,h
24/04/18 10:09:04,t,h
24/04/18 10:09:07,t,t
24/04/18 10:09:09,t,t
24/04/18 10:09:12,t,t
24/04/18 10:09:15,t,h
24/04/18 10:09:17,t,h
24/04/18 10:09:20,t,h
24/04/18 10:09:22,t,t
24/04/18 10:09:25,t,t
24/04/18 10:09:29,t,h
24/04/18 10:09:32,t,h
24/04/18 10:09:34,t,t
24/04/18 10:09:36,t,h
24/04/18 10:09:39,t,t
24/04/18 10:09:43,t,h
24/04/18 10:09:45,t,t
24/04/18 10:09:48,t,t
24/04/18 10:09:50,t,t
24/04/18 10:09:52,t,h
24/04/18 10:09:54,t,t
24/04/18 10:09:56,t,h
24/04/18 10:09:59,t,t
24/04/18 10:10:01,t,t
24/04/18 10:10:04,t,t
24/04/18 10:10:06,t,t
24/04/18 10:10:09,t,h
24/04/18 10:10:11,t,h
24/04/18 10:10:14,t,t
24/04/18 10:10:16,t,t
24/04/18 10:10:18,t,h
24/04/18 10:10:21,t,t
24/04/18 10:10:24,t,h
24/04/18 10:10:26,t,t
24/04/18 10:10:28,t,t
24/04/18 10:10:31,t,t
24/04/18 10:10:33,t,t
24/04/18 10:10:37,t,h
24/04/18 10:10:40,t,h
24/04/18 10:10:43,t,t
24/04/18 10:10:46,t,h
24/04/18 10:10:50,t,h
24/04/18 10:10:52,t,t
24/04/18 10:10:55,t,h
24/04/18 10:10:58,t,h
24/04/18 10:11:00,t,h
24/04/18 10:11:03,t,h
24/04/18 10:11:05,t,t
24/04/18 10:11:08,t,t
24/04/18 10:11:12,t,h
24/04/18 10:11:15,t,h
24/04/18 10:11:21,t,h
24/04/18 10:11:25,t,h
24/04/18 10:11:27,t,h
24/04/18 10:11:35,t,t
24/04/18 10:11:41,t,t
24/04/18 10:11:43,t,t
24/04/18 10:11:46,t,h
24/04/18 10:11:49,t,h
24/04/18 10:11:52,t,h
24/04/18 10:11:55,t,h
24/04/18 10:11:58,t,h
24/04/18 10:12:00,t,t
24/04/18 10:12:06,t,h
24/04/18 10:12:08,t,t
24/04/18 10:12:10,t,t
24/04/18 10:12:17,t,h
24/04/18 10:12:19,t,h
24/04/18 10:12:21,t,h
24/04/18 10:12:24,t,h
24/04/18 10:12:28,t,t
24/04/18 10:12:30,t,t
24/04/18 10:12:32,t,t
24/04/18 10:12:35,t,t
24/04/18 10:12:37,t,h
24/04/18 10:12:41,t,t
24/04/18 10:12:43,t,h
24/04/18 10:12:46,t,h
24/04/18 10:12:49,t,t
24/04/18 10:12:51,t,h
24/04/18 10:12:54,t,t
24/04/18 10:12:56,t,t
24/04/18 10:12:59,t,t
24/04/18 10:13:01,t,h
24/04/18 10:13:04,t,h
24/04/18 10:13:06,t,t
24/04/18 10:13:08,t,t
24/04/18 10:13:11,t,h
24/04/18 10:13:13,t,h
24/04/18 10:13:16,t,t
24/04/18 10:13:19,t,t
24/04/18 10:13:21,t,t
24/04/18 10:13:24,t,h
24/04/18 10:13:26,t,h
24/04/18 10:13:29,t,h
24/04/18 10:13:32,t,t
24/04/18 10:13:34,t,h
24/04/18 10:13:37,t,h
24/04/18 10:13:39,t,t
24/04/18 10:13:42,t,h
24/04/18 10:13:44,t,h
24/04/18 10:13:46,t,t
24/04/18 10:13:49,t,t
24/04/18 10:13:51,t,h
24/04/18 10:13:53,t,h
24/04/18 10:39:39,h,h
24/04/18 10:39:42,h,t
24/04/18 10:39:45,h,t
24/04/18 10:39:47,h,t
24/04/18 10:39:50,h,t
24/04/18 10:39:53,h,t
24/04/18 10:39:56,h,h
24/04/18 10:40:00,h,t
24/04/18 10:40:02,h,h
24/04/18 10:40:04,h,t
24/04/18 10:40:07,h,h
24/04/18 10:40:09,h,h
24/04/18 10:40:12,h,t
24/04/18 10:40:15,h,t
