TIME OF FLIP,STARTED,LANDED
24/04/18 10:40:27,h,h
24/04/18 10:40:31,h,h
24/04/18 10:40:33,h,t
24/04/18 10:40:36,h,t
24/04/18 10:40:38,h,t
24/04/18 10:40:42,h,h
24/04/18 10:40:49,h,t
24/04/18 10:40:51,h,h
24/04/18 10:40:54,h,h
24/04/18 10:40:56,h,h
24/04/18 10:40:59,h,h
24/04/18 10:41:01,h,t
24/04/18 10:41:04,h,h
24/04/18 10:41:06,h,t
24/04/18 10:41:09,h,h
24/04/18 10:41:16,h,h
24/04/18 10:41:18,h,t
24/04/18 10:41:21,h,t
24/04/18 10:41:23,h,h
24/04/18 10:41:28,h,t
24/04/18 10:41:31,h,h
24/04/18 10:41:34,h,t
24/04/18 10:41:38,h,t
24/04/18 10:41:40,h,h
24/04/18 10:41:43,h,h
24/04/18 10:41:46,h,h
24/04/18 10:41:48,h,h
24/04/18 10:41:51,h,h
24/04/18 10:41:53,h,h
24/04/18 10:41:56,h,h
24/04/18 10:41:58,h,t
24/04/18 10:42:01,h,h
24/04/18 10:42:04,h,h
24/04/18 10:42:07,h,t
24/04/18 10:42:09,h,t
24/04/18 10:42:12,h,h
24/04/18 10:42:14,h,t
24/04/18 10:42:17,h,t
24/04/18 10:42:19,h,h
24/04/18 10:42:22,h,t
24/04/18 10:42:25,h,t
24/04/18 10:42:27,h,t
24/04/18 10:42:31,h,h
24/04/18 10:42:34,h,h
24/04/18 10:42:37,h,h
24/04/18 10:42:39,h,t
24/04/18 10:42:42,h,h
24/04/18 10:42:45,h,t
24/04/18 10:42:51,h,h
24/04/18 10:42:55,h,t
24/04/18 10:42:57,h,t
24/04/18 10:43:00,h,h
24/04/18 10:43:05,h,h
24/04/18 10:43:08,h,t
24/04/18 10:43:12,h,h
24/04/18 10:43:15,h,t
24/04/18 10:43:17,h,t
24/04/18 10:43:21,h,h
24/04/18 10:43:25,h,t
24/04/18 10:43:28,h,t
24/04/18 10:43:31,h,h
24/04/18 10:43:33,h,t
24/04/18 10:43:44,h,h
24/04/18 10:43:48,h,h
24/04/18 10:43:54,h,h
24/04/18 10:43:56,h,t
24/04/18 10:44:04,h,h
24/04/18 10:44:12,h,h
24/04/18 10:44:17,h,h
24/04/18 10:44:19,h,t
24/04/18 10:44:22,h,t
24/04/18 10:44:26,h,h
24/04/18 10:44:28,h,h
24/04/18 10:44:30,h,t
24/04/18 10:44:33,h,h
24/04/18 10:44:35,h,h
24/04/18 10:44:38,h,t
24/04/18 10:44:41,h,h
24/04/18 10:44:43,h,t
24/04/18 10:44:46,h,t
24/04/18 10:44:48,h,t
24/04/18 10:44:51,h,t
24/04/18 10:44:54,h,t
24/04/18 10:44:56,h,h
24/04/18 10:44:59,h,h
24/04/18 10:45:01,h,h
24/04/18 10:45:04,h,h
24/04/18 10:45:07,h,h
24/04/18 10:45:09,h,h
24/04/18 10:45:12,h,t
24/04/18 10:45:14,h,t
24/04/18 10:45:17,h,t
24/04/18 10:45:20,h,h
24/04/18 10:45:22,h,t
24/04/18 10:45:25,h,h
24/04/18 10:45:28,h,t
24/04/18 10:45:32,h,h
24/04/18 10:45:34,h,h
24/04/18 10:45:36,h,t
24/04/18 10:45:39,h,t
24/04/18 10:45:42,h,h
24/04/18 10:45:44,h,h
24/04/18 10:45:47,h,h
24/04/18 10:45:52,h,t
24/04/18 10:45:54,h,t
24/04/18 10:45:56,h,h
24/04/18 10:46:00,h,t
24/04/18 10:46:03,h,t
24/04/18 10:46:06,h,h
24/04/18 10:46:09,h,h
24/04/18 10:46:11,h,t
24/04/18 10:46:14,h,t
24/04/18 10:46:16,h,h
24/04/18 10:46:19,h,t
24/04/18 10:46:22,h,t
24/04/18 10:46:24,h,h
24/04/18 10:46:28,h,t
24/04/18 10:46:31,h,h
24/04/18 10:46:34,h,t
24/04/18 10:46:36,h,h
24/04/18 10:46:39,h,h
24/04/18 10:46:41,h,t
24/04/18 10:46:44,h,t
24/04/18 10:46:46,h,t
24/04/18 10:46:49,h,h
24/04/18 10:46:52,h,t
24/04/18 10:46:55,h,h
24/04/18 10:46:57,h,h
24/04/18 10:47:00,h,h
24/04/18 10:47:02,h,h
24/04/18 10:47:05,h,t
24/04/18 10:47:08,h,h
24/04/18 10:47:11,h,t
24/04/18 10:47:14,h,h
24/04/18 10:47:17,h,t
24/04/18 10:47:20,h,h
24/04/18 10:47:23,h,h
24/04/18 10:47:26,h,t
24/04/18 10:47:28,h,h
24/04/18 10:47:34,h,h
24/04/18 10:47:36,h,h
24/04/18 10:47:39,h,t
24/04/18 10:47:51,h,h
24/04/18 10:47:54,h,h
24/04/18 10:48:00,h,h
24/04/18 10:48:03,h,t
24/04/18 10:48:06,h,h
24/04/18 10:48:10,h,t
24/04/18 10:48:13,h,t
24/04/18 10:48:17,h,h
24/04/18 10:48:19,h,t
24/04/18 10:48:22,h,h
24/04/18 10:48:25,h,h
24/04/18 10:48:27,h,t
24/04/18 10:48:30,h,h
24/04/18 10:48:33,h,t
24/04/18 10:48:38,h,t
24/04/18 10:48:41,h,h
24/04/18 10:48:43,h,h
24/04/18 10:48:46,h,h
24/04/18 10:48:52,h,t
24/04/18 10:48:55,h,h
24/04/18 10:48:57,h,h
24/04/18 10:49:00,h,t
24/04/18 10:49:02,h,h
24/04/18 10:49:05,h,t
24/04/18 10:49:11,h,t
24/04/18 10:49:13,h,h
24/04/18 10:49:17,h,t
24/04/18 10:49:20,h,t
24/04/18 10:49:22,h,t
24/04/18 10:49:26,h,h
24/04/18 10:49:28,h,h
24/04/18 10:49:31,h,h
24/04/18 10:49:34,h,h
24/04/18 10:49:37,h,h
24/04/18 10:49:39,h,t
24/04/18 10:49:43,h,t
24/04/18 10:49:46,h,h
24/04/18 10:49:51,h,t
24/04/18 10:49:54,h,t
24/04/18 10:49:57,h,h
24/04/18 10:50:00,h,h
24/04/18 10:50:03,h,t
24/04/18 10:50:06,h,h
24/04/18 10:50:08,h,h
24/04/18 10:50:11,h,h
24/04/18 10:50:13,h,t
24/04/18 10:50:17,h,t
24/04/18 10:50:21,h,t
24/04/18 10:50:26,h,t
24/04/18 10:50:29,h,t
24/04/18 10:50:32,h,h
24/04/18 10:50:38,h,t
24/04/18 10:50:40,h,t
24/04/18 10:50:43,h,h
24/04/18 10:50:48,h,h
24/04/18 10:50:51,h,t
24/04/18 10:50:53,h,t
24/04/18 10:50:56,h,t
24/04/18 10:50:59,h,h
24/04/18 10:51:01,h,h
24/04/18 10:51:04,h,t
24/04/18 10:51:07,h,h
24/04/18 10:51:09,h,h
24/04/18 10:51:11,h,h
24/04/18 10:51:15,h,t
24/04/18 10:51:17,h,h
24/04/18 10:51:19,h,t
24/04/18 10:51:22,h,h
24/04/18 10:51:24,h,t
24/04/18 10:51:28,h,h
24/04/18 10:51:30,h,h
24/04/18 10:51:33,h,t
24/04/18 10:51:37,h,t
24/04/18 10:51:40,h,t
24/04/18 10:51:43,h,t
24/04/18 10:51:45,h,h
24/04/18 10:51:48,h,h
24/04/18 10:51:50,h,t
24/04/18 10:51:53,h,t
24/04/18 10:51:56,h,t
24/04/18 10:51:58,h,h
24/04/18 10:52:02,h,h
24/04/18 10:52:04,h,t
24/04/18 10:52:06,h,t
24/04/18 10:52:09,h,h
24/04/18 10:52:12,h,h
24/04/18 10:52:14,h,t
24/04/18 10:52:17,h,t
24/04/18 10:52:26,h,t
24/04/18 10:52:29,h,t
24/04/18 10:52:32,h,t
24/04/18 10:52:35,h,t
24/04/18 10:52:37,h,t
24/04/18 10:52:40,h,t
24/04/18 10:52:42,h,t
24/04/18 10:52:44,h,h
24/04/18 10:52:48,h,t
24/04/18 10:52:51,h,t
24/04/18 10:52:53,h,h
24/04/18 10:52:55,h,h
24/04/18 10:52:58,h,h
24/04/18 10:53:00,h,h
24/04/18 10:53:04,h,h
24/04/18 10:53:06,h,h
24/04/18 10:53:09,h,t
24/04/18 10:53:12,h,h
24/04/18 10:53:15,h,h
24/04/18 10:53:17,h,h
24/04/18 10:53:20,h,t
24/04/18 10:53:22,h,t
24/04/18 10:53:25,h,h
24/04/18 10:53:28,h,h
24/04/18 10:53:31,h,h
24/04/18 10:53:33,h,t
24/04/18 10:53:36,h,h
24/04/18 10:53:39,h,t
24/04/18 10:53:42,h,t
24/04/18 10:53:45,h,t
24/04/18 10:53:47,h,h
24/04/18 10:53:49,h,h
24/04/18 10:53:52,h,t
24/04/18 10:53:55,h,h
24/04/18 10:53:58,h,t
24/04/18 10:54:01,h,t
24/04/18 10:54:03,h,h
24/04/18 10:54:06,h,h
24/04/18 10:54:09,h,t
24/04/18 10:54:12,h,h
24/04/18 10:54:15,h,h
24/04/18 10:54:22,h,t
24/04/18 10:54:25,h,h
24/04/18 10:54:27,h,t
24/04/18 10:54:30,h,t
24/04/18 10:54:32,h,h
24/04/18 10:54:35,h,t
24/04/18 10:54:38,h,h
24/04/18 10:54:40,h,t
24/04/18 10:54:43,h,t
24/04/18 10:54:46,h,t
24/04/18 10:54:49,h,h
24/04/18 10:54:51,h,t
24/04/18 10:54:55,h,h
24/04/18 10:54:58,h,t
24/04/18 10:55:00,h,t
24/04/18 10:55:02,h,h
24/04/18 10:55:05,h,h
24/04/18 10:55:08,h,t
24/04/18 10:55:10,h,t
24/04/18 10:55:13,h,h
24/04/18 10:55:15,h,h
24/04/18 10:55:18,h,t
24/04/18 10:55:20,h,h
24/04/18 10:55:23,h,t
24/04/18 10:55:26,h,h
24/04/18 10:55:28,h,h
24/04/18 10:55:30,h,h
24/04/18 10:55:33,h,t
24/04/18 10:55:36,h,h
24/04/18 10:55:38,h,t
24/04/18 10:55:41,h,t
24/04/18 10:55:44,h,h
24/04/18 10:55:47,h,h
24/04/18 10:55:50,h,t
24/04/18 10:55:53,h,t
24/04/18 10:55:57,h,t
24/04/18 10:55:59,h,h
24/04/18 10:56:02,h,t
24/04/18 10:56:05,h,h
24/04/18 10:56:08,h,h
24/04/18 10:56:11,h,h
24/04/18 10:56:14,h,h
24/04/18 10:56:17,h,h
24/04/18 10:56:19,h,t
24/04/18 10:56:21,h,t
24/04/18 10:56:24,h,t
24/04/18 10:56:27,h,h
24/04/18 10:56:29,h,h
24/04/18 10:57:35,h,t
24/04/18 10:57:41,h,h
24/04/18 10:57:44,h,h
24/04/18 10:57:46,h,t
24/04/18 10:57:49,h,h
24/04/18 10:57:53,h,t
24/04/18 10:57:57,h,h
24/04/18 10:57:59,h,h
24/04/18 10:58:02,h,t
24/04/18 10:58:04,h,t
24/04/18 10:58:07,h,h
24/04/18 10:58:10,h,h
24/04/18 10:58:12,h,h
24/04/18 10:58:15,h,h
24/04/18 10:58:18,h,t
24/04/18 10:58:20,h,t
24/04/18 10:58:23,h,h
24/04/18 10:58:25,h,t
24/04/18 10:58:27,h,h
24/04/18 10:58:30,h,t
24/04/18 10:58:34,h,t
24/04/18 10:58:38,h,h
24/04/18 10:58:40,h,h
24/04/18 10:58:42,h,t
24/04/18 10:58:45,h,h
24/04/18 10:58:47,h,h
24/04/18 10:58:49,h,h
24/04/18 10:58:52,h,h
24/04/18 10:58:54,h,h
24/04/18 10:58:56,h,t
24/04/18 10:58:59,h,h
24/04/18 10:59:03,h,t
24/04/18 10:59:06,h,h
24/04/18 10:59:08,h,t
24/04/18 10:59:11,h,t
24/04/18 10:59:14,h,t
24/04/18 10:59:16,h,h
24/04/18 10:59:19,h,h
24/04/18 10:59:22,h,t
24/04/18 10:59:26,h,h
24/04/18 10:59:28,h,h
24/04/18 10:59:31,h,h
24/04/18 10:59:33,h,t
24/04/18 10:59:36,h,t
24/04/18 10:59:38,h,t
24/04/18 10:59:41,h,t
24/04/18 10:59:45,h,t
24/04/18 10:59:48,h,t
24/04/18 10:59:50,h,h
24/04/18 10:59:53,h,t
24/04/18 10:59:55,h,h
24/04/18 10:59:58,h,t
24/04/18 11:00:00,h,h
24/04/18 11:00:03,h,h
24/04/18 11:00:05,h,t
24/04/18 11:00:08,h,h
24/04/18 11:00:15,h,h
24/04/18 11:00:19,h,t
24/04/18 11:00:21,h,h
24/04/18 11:00:24,h,t
24/04/18 11:00:26,h,t
24/04/18 11:00:29,h,h
24/04/18 11:00:31,h,t
24/04/18 11:00:35,h,t
24/04/18 11:00:37,h,t
24/04/18 11:00:40,h,t
24/04/18 11:00:43,h,h
24/04/18 11:00:45,h,t
24/04/18 11:00:48,h,t
24/04/18 11:00:50,h,t
24/04/18 11:00:52,h,t
24/04/18 11:00:55,h,h
24/04/18 11:00:57,h,t
24/04/18 11:00:59,h,t
24/04/18 11:01:02,h,t
24/04/18 11:01:04,h,t
24/04/18 11:01:07,h,t
24/04/18 11:01:10,h,t
24/04/18 11:01:13,h,h
24/04/18 11:01:15,h,t
24/04/18 11:01:17,h,t
24/04/18 11:01:20,h,h
24/04/18 11:01:22,h,t
24/04/18 11:01:24,h,h
24/04/18 11:01:27,h,h
24/04/18 11:01:29,h,t
24/04/18 11:01:33,h,t
24/04/18 11:01:35,h,h
24/04/18 11:01:38,h,t
24/04/18 11:01:40,h,h
24/04/18 11:01:43,h,h
24/04/18 11:01:44,h,t
24/04/18 11:01:47,h,t
24/04/18 11:01:49,h,t
24/04/18 11:01:50,h,h
24/04/18 11:01:53,h,t
24/04/18 11:01:56,h,h
24/04/18 11:01:59,h,t
24/04/18 11:02:01,h,t
24/04/18 11:02:04,h,h
24/04/18 11:02:07,h,t
24/04/18 11:02:09,h,t
24/04/18 11:02:14,h,h
24/04/18 11:02:16,h,h
24/04/18 11:02:19,h,h
24/04/18 11:02:26,h,h
24/04/18 11:02:29,h,h
24/04/18 11:02:31,h,t
24/04/18 11:02:33,h,h
24/04/18 11:02:36,h,t
24/04/18 11:02:38,h,h
24/04/18 11:02:42,h,h
24/04/18 11:02:44,h,t
24/04/18 11:02:46,h,t
24/04/18 11:02:50,h,h
24/04/18 11:02:53,h,t
24/04/18 11:02:56,h,t
24/04/18 11:02:58,h,t
24/04/18 11:03:01,h,h
24/04/18 11:03:04,h,t
24/04/18 11:03:07,h,t
24/04/18 11:03:10,h,h
24/04/18 11:03:12,h,t
24/04/18 11:03:15,h,h
24/04/18 11:03:17,h,h
24/04/18 11:03:20,h,h
24/04/18 11:03:22,h,t
24/04/18 11:03:26,h,h
24/04/18 11:03:28,h,t
24/04/18 11:03:30,h,t
24/04/18 11:03:33,h,t
24/04/18 11:03:35,h,h
24/04/18 11:03:38,h,h
24/04/18 11:03:40,h,t
24/04/18 11:03:44,h,t
24/04/18 11:03:47,h,h
24/04/18 11:03:49,h,h
24/04/18 11:03:53,h,h
24/04/18 11:03:57,h,t
24/04/18 11:03:59,h,h
24/04/18 11:04:01,h,t
24/04/18 11:04:04,h,h
24/04/18 11:04:06,h,h
24/04/18 11:04:09,h,t
24/04/18 11:04:11,h,h
24/04/18 11:04:13,h,t
24/04/18 11:04:17,h,t
24/04/18 11:04:23,h,h
24/04/18 11:04:28,h,h
24/04/18 11:04:32,h,t
24/04/18 11:04:35,h,h
24/04/18 11:04:37,h,t
24/04/18 11:04:43,h,h
24/04/18 11:04:46,h,t
24/04/18 11:04:49,h,t
24/04/18 11:04:52,h,h
24/04/18 11:04:54,h,h
24/04/18 11:05:22,h,t
24/04/18 11:05:25,h,h
24/04/18 11:05:28,h,t
24/04/18 11:05:31,h,h
24/04/18 11:05:34,h,h
24/04/18 11:05:37,h,t
24/04/18 11:05:40,h,h
24/04/18 11:05:43,h,h
24/04/18 11:05:46,h,t
24/04/18 11:05:48,h,h
24/04/18 11:05:52,h,t
24/04/18 11:05:54,h,t
24/04/18 11:05:56,h,t
24/04/18 11:05:59,h,t
24/04/18 11:06:02,h,t
24/04/18 11:06:06,h,h
24/04/18 11:06:09,h,t
24/04/18 11:06:11,h,h
24/04/18 11:06:14,h,h
24/04/18 11:06:16,h,h
24/04/18 11:06:18,h,h
24/04/18 11:06:21,h,t
24/04/18 11:06:24,h,t
24/04/18 11:06:27,h,h
24/04/18 11:06:33,h,h
24/04/18 11:06:35,h,t
24/04/18 11:06:38,h,h
24/04/18 11:06:40,h,t
24/04/18 11:06:45,h,h
24/04/18 11:06:48,h,t
24/04/18 11:06:51,h,h
24/04/18 11:06:53,h,t
24/04/18 11:06:56,h,h
24/04/18 11:06:59,h,t
24/04/18 11:07:01,h,t
24/04/18 11:07:04,h,h
24/04/18 11:07:06,h,h
24/04/18 11:07:09,h,h
24/04/18 11:07:11,h,t
24/04/18 11:07:15,h,t
24/04/18 11:07:18,h,t
24/04/18 11:07:21,h,t
24/04/18 11:07:22,h,t
24/04/18 11:07:25,h,t
24/04/18 11:07:27,h,h
24/04/18 11:07:30,h,h
24/04/18 11:07:32,h,t
24/04/18 11:07:35,h,h
24/04/18 11:07:37,h,h
24/04/18 11:07:39,h,t
24/04/18 11:07:42,h,t
24/04/18 11:07:44,h,h
24/04/18 11:07:47,h,t
24/04/18 11:07:49,h,h
24/04/18 11:07:52,h,t
24/04/18 11:07:55,h,t
24/04/18 11:07:57,h,t
24/04/18 11:08:00,h,h
24/04/18 11:08:02,h,t
24/04/18 11:08:05,h,h
24/04/18 11:08:07,h,h
24/04/18 11:08:09,h,h
24/04/18 11:08:11,h,t
24/04/18 11:08:15,h,t
24/04/18 11:08:18,h,h
24/04/18 11:08:25,h,h
24/04/18 11:08:28,h,h
24/04/18 11:08:30,h,h
24/04/18 11:08:33,h,t
24/04/18 11:08:36,h,h
24/04/18 11:08:38,h,t
24/04/18 11:08:41,h,h
24/04/18 11:08:43,h,t
24/04/18 11:08:46,h,h
24/04/18 11:08:49,h,h
24/04/18 11:08:52,h,t
24/04/18 11:08:55,h,t
24/04/18 11:08:57,h,h
24/04/18 11:09:00,h,h
24/04/18 11:09:02,h,t
24/04/18 11:09:05,h,t
24/04/18 11:09:08,h,t
24/04/18 11:11:41,h,e
24/04/18 11:11:57,h,h
24/04/18 11:12:17,h,h
24/04/18 11:12:37,h,t
24/04/18 11:12:42,h,t
24/04/18 11:12:55,h,t
24/04/18 11:13:07,h,t
24/04/18 11:13:10,h,h
24/04/18 11:13:12,h,h
24/04/18 11:13:16,h,t
24/04/18 11:13:20,h,t
24/04/18 11:13:24,h,t
24/04/18 11:13:26,h,h
24/04/18 11:13:29,h,t
24/04/18 11:13:33,h,t
24/04/18 11:13:35,h,h
24/04/18 11:13:38,h,h
24/04/18 11:13:40,h,t
24/04/18 11:13:43,h,t
24/04/18 11:13:46,h,h
24/04/18 11:13:49,h,h
24/04/18 11:13:52,h,h
24/04/18 11:13:55,h,h
24/04/18 11:13:57,h,h
24/04/18 11:14:01,h,h
24/04/18 11:14:04,h,t
24/04/18 11:14:08,h,h
24/04/18 11:14:11,h,t
24/04/18 11:14:13,h,t
24/04/18 11:14:15,h,h
24/04/18 11:14:18,h,h
24/04/18 11:14:21,h,h
24/04/18 11:14:23,h,h
24/04/18 11:14:26,h,h
24/04/18 11:14:28,h,t
24/04/18 11:14:31,h,h
24/04/18 11:14:33,h,h
24/04/18 11:14:36,h,t
24/04/18 11:14:39,h,t
24/04/18 11:14:43,h,t
24/04/18 11:14:45,h,t
24/04/18 11:14:48,h,t
24/04/18 11:14:50,h,t
24/04/18 11:14:53,h,h
24/04/18 11:14:56,h,t
24/04/18 11:14:58,h,h
24/04/18 11:15:01,h,h
24/04/18 11:15:03,h,h
24/04/18 11:15:05,h,h
24/04/18 11:15:08,h,h
24/04/18 11:15:10,h,h
24/04/18 11:15:18,h,t
24/04/18 11:15:21,h,t
24/04/18 11:15:23,h,t
24/04/18 11:15:26,h,h
24/04/18 11:15:28,h,h
24/04/18 11:15:31,h,h
24/04/18 11:15:34,h,t
24/04/18 11:15:38,h,h
24/04/18 11:15:43,h,t
24/04/18 11:15:45,h,t
24/04/18 11:15:47,h,h
24/04/18 11:15:51,h,t
24/04/18 11:15:53,h,h
24/04/18 11:15:56,h,t
24/04/18 11:15:59,h,h
24/04/18 11:16:01,h,h
24/04/18 11:16:03,h,t
24/04/18 11:16:06,h,h
24/04/18 11:16:09,h,t
24/04/18 11:16:12,h,t
24/04/18 11:16:14,h,h
24/04/18 11:16:17,h,t
24/04/18 11:16:19,h,h
24/04/18 11:16:22,h,t
24/04/18 11:16:27,h,t
24/04/18 11:16:30,h,t
24/04/18 11:16:33,h,h
24/04/18 11:16:38,h,h
24/04/18 11:16:40,h,h
24/04/18 11:16:43,h,h
24/04/18 11:16:45,h,h
24/04/18 11:16:50,h,h
24/04/18 11:16:53,h,t
24/04/18 11:16:58,h,h
24/04/18 11:17:01,h,h
24/04/18 11:17:04,h,h
24/04/18 11:17:07,h,h
24/04/18 11:17:12,h,h
24/04/18 11:17:15,h,h
24/04/18 11:17:17,h,t
24/04/18 11:17:25,h,t
24/04/18 11:17:28,h,h
24/04/18 11:17:31,h,h
24/04/18 11:17:33,h,h
24/04/18 11:18:43,h,h
24/04/18 11:18:45,h,t
24/04/18 11:18:49,h,h
24/04/18 11:18:52,h,t
24/04/18 11:18:54,h,t
24/04/18 11:19:04,h,h
24/04/18 11:19:08,h,h
24/04/18 11:19:11,h,t
24/04/18 11:19:19,h,t
24/04/18 11:19:22,h,h
24/04/18 11:19:24,h,h
24/04/18 11:19:27,h,t
24/04/18 11:19:30,h,h
24/04/18 11:19:33,h,t
24/04/18 11:19:36,h,h
24/04/18 11:19:39,h,h
24/04/18 11:19:43,h,h
24/04/18 11:19:45,h,t
24/04/18 11:19:48,h,t
24/04/18 11:19:51,h,t
24/04/18 11:19:53,h,h
24/04/18 11:19:56,h,t
24/04/18 11:19:59,h,h
24/04/18 11:20:02,h,h
24/04/18 11:20:05,h,h
24/04/18 11:20:07,h,t
24/04/18 11:20:11,h,h
24/04/18 11:20:14,h,t
24/04/18 11:20:16,h,h
24/04/18 11:20:19,h,h
24/04/18 11:20:22,h,h
24/04/18 11:20:24,h,t
24/04/18 11:20:27,h,t
24/04/18 11:20:29,h,t
24/04/18 11:20:32,h,t
24/04/18 11:20:34,h,h
24/04/18 11:20:37,h,h
24/04/18 11:20:39,h,h
24/04/18 11:20:42,h,h
24/04/18 11:20:45,h,h
24/04/18 11:20:47,h,t
24/04/18 11:20:50,h,h
24/04/18 11:20:52,h,h
24/04/18 11:20:55,h,h
24/04/18 11:20:58,h,h
24/04/18 11:21:01,h,h
24/04/18 11:21:03,h,t
24/04/18 11:21:07,h,h
24/04/18 11:21:12,h,t
24/04/18 11:21:15,h,t
24/04/18 11:21:18,h,h
24/04/18 11:21:24,h,h
24/04/18 11:21:27,h,t
24/04/18 11:21:33,h,t
24/04/18 11:21:36,h,t
24/04/18 11:21:39,h,h
24/04/18 11:21:42,h,t
24/04/18 11:21:43,h,h
24/04/18 11:21:46,h,t
24/04/18 11:21:49,h,h
24/04/18 11:21:51,h,t
24/04/18 11:21:53,h,t
24/04/18 11:21:58,h,t
24/04/18 11:22:01,h,t
24/04/18 11:22:03,h,t
24/04/18 11:22:05,h,h
24/04/18 11:22:07,h,t
24/04/18 11:22:10,h,h
24/04/18 11:22:14,h,h
24/04/18 11:22:15,h,t
24/04/18 11:22:18,h,h
24/04/18 11:22:20,h,t
24/04/18 11:22:23,h,t
24/04/18 11:22:25,h,t
24/04/18 11:22:28,h,h
24/04/18 11:22:31,h,h
24/04/18 11:22:33,h,t
24/04/18 11:22:36,h,h
24/04/18 11:22:38,h,t
24/04/18 11:22:40,h,h
24/04/18 11:22:43,h,t
24/04/18 11:22:45,h,t
24/04/18 11:22:48,h,h
24/04/18 11:22:51,h,t
24/04/18 11:22:54,h,t
24/04/18 11:22:59,h,h
24/04/18 11:23:01,h,h
24/04/18 11:23:05,h,h
24/04/18 11:23:08,h,t
24/04/18 11:23:13,h,t
24/04/18 11:23:16,h,t
24/04/18 11:23:18,h,h
24/04/18 11:23:20,h,t
24/04/18 11:23:24,h,h
24/04/18 11:23:27,h,t
24/04/18 11:23:29,h,h
24/04/18 11:23:32,h,t
24/04/18 11:23:35,h,t
24/04/18 11:23:39,h,h
24/04/18 11:23:41,h,h
24/04/18 11:23:43,h,h
24/04/18 11:23:47,h,t
24/04/18 11:23:49,h,t
24/04/18 11:23:51,h,t
24/04/18 11:23:56,h,t
24/04/18 11:23:58,h,h
24/04/18 11:24:01,h,h
24/04/18 11:24:03,h,h
24/04/18 11:24:05,h,h
24/04/18 11:24:07,h,t
24/04/18 11:24:10,h,h
24/04/18 11:24:13,h,h
24/04/18 11:24:15,h,h
24/04/18 11:24:17,h,h
24/04/18 11:24:22,h,t
24/04/18 11:24:25,h,t
24/04/18 11:24:28,h,t
24/04/18 11:24:30,h,h
24/04/18 11:24:33,h,t
24/04/18 11:24:35,h,t
24/04/18 11:24:38,h,t
24/04/18 11:24:42,h,h
24/04/18 11:24:43,h,h
24/04/18 11:24:46,h,t
24/04/18 11:24:49,h,h
24/04/18 11:24:51,h,h
24/04/18 11:24:55,h,h
24/04/18 11:24:57,h,h
24/04/18 11:25:00,h,t
24/04/18 11:25:03,h,t
24/04/18 11:25:05,h,t
24/04/18 11:25:09,h,h
24/04/18 11:25:12,h,t
24/04/18 11:25:15,h,t
24/04/18 11:25:18,h,t
24/04/18 11:25:20,h,h
24/04/18 11:25:24,h,t
24/04/18 11:25:27,h,t
24/04/18 11:25:30,h,h
24/04/18 11:25:32,h,h
24/04/18 11:25:34,h,t
24/04/18 11:25:37,h,h
24/04/18 11:25:39,h,h
24/04/18 11:25:42,h,h
24/04/18 11:25:44,h,t
24/04/18 11:25:47,h,t
24/04/18 11:25:50,h,t
24/04/18 11:25:52,h,t
24/04/18 11:25:59,h,h
24/04/18 11:26:00,h,t
24/04/18 11:26:03,h,h
24/04/18 11:26:05,h,h
24/04/18 11:26:07,h,t
24/04/18 11:26:10,h,h
24/04/18 11:26:12,h,h
24/04/18 11:26:15,h,h
24/04/18 11:26:18,h,h
24/04/18 11:26:21,h,t
24/04/18 11:26:24,h,t
24/04/18 11:26:26,h,t
24/04/18 11:26:30,h,h
24/04/18 11:26:35,h,t
24/04/18 11:26:37,h,h
24/04/18 11:26:40,h,h
24/04/18 11:26:42,h,h
24/04/18 11:26:55,h,t
24/04/18 11:26:58,h,h
24/04/18 11:27:00,h,t
24/04/18 11:27:06,h,h
24/04/18 11:27:08,h,t
24/04/18 11:27:12,h,h
24/04/18 11:27:15,h,h
24/04/18 11:27:17,h,h
24/04/18 11:27:21,h,t
24/04/18 11:27:25,h,t
24/04/18 11:27:30,h,t
24/04/18 11:27:33,h,t
24/04/18 11:27:37,h,h
24/04/18 11:27:59,h,t
24/04/18 11:28:02,h,h
24/04/18 11:28:04,h,t
24/04/18 11:28:07,h,t
24/04/18 11:28:10,h,h
24/04/18 11:28:14,h,h
24/04/18 11:28:17,h,t
24/04/18 11:28:19,h,h
24/04/18 11:28:22,h,h
24/04/18 11:28:24,h,t
24/04/18 11:28:27,h,h
24/04/18 11:28:30,h,h
24/04/18 11:28:32,h,t
24/04/18 11:28:35,h,h
24/04/18 11:28:37,h,t
24/04/18 11:28:40,h,h
24/04/18 11:28:42,h,h
24/04/18 11:28:44,h,t
24/04/18 11:28:47,h,t
24/04/18 11:28:49,h,h
24/04/18 11:28:54,h,h
24/04/18 11:28:57,h,h
24/04/18 11:28:59,h,t
24/04/18 11:29:02,h,t
24/04/18 11:29:04,h,t
24/04/18 11:29:07,h,t
24/04/18 11:29:09,h,t
24/04/18 11:29:12,h,h
24/04/18 11:29:18,h,t
24/04/18 11:29:22,h,h
24/04/18 11:29:25,h,h
24/04/18 11:29:28,h,t
24/04/18 11:29:30,h,h
24/04/18 11:29:32,h,h
24/04/18 11:29:35,h,t
24/04/18 11:29:38,h,t
24/04/18 11:29:45,h,t
24/04/18 11:29:48,h,h
24/04/18 11:29:50,h,h
24/04/18 11:29:53,h,t
24/04/18 11:29:56,h,t
24/04/18 11:29:58,h,t
